No.,Time,Source,Destination,Protocol,Length,Info
1,0,192.168.2.13,8.8.4.4,QUIC,1292,"Initial, DCID=6160c941423d4e4e, PKN: 1, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING"
2,0.000021,192.168.1.50,192.168.1.1,TCP,850,"68000,80,0.6"
3,0.000201,192.168.2.13,8.8.4.4,QUIC,1292,"Initial, DCID=6160c941423d4e4e, PKN: 2, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PING"
4,0.000693,192.168.2.13,8.8.4.4,QUIC,121,"0-RTT, DCID=6160c941423d4e4e"
5,0.00135,192.168.2.13,8.8.4.4,QUIC,305,"0-RTT, DCID=6160c941423d4e4e"
6,0.001954,192.168.2.13,8.8.4.4,QUIC,260,"0-RTT, DCID=6160c941423d4e4e"
7,0.031995,8.8.4.4,192.168.2.13,QUIC,82,"Initial, SCID=e160c941423d4e4e, PKN: 1, ACK"
8,0.081358,192.168.2.13,8.8.4.4,QUIC,1292,"Initial, DCID=e160c941423d4e4e, PKN: 7, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PADDING, PING, PING, PING"
9,0.113566,8.8.4.4,192.168.2.13,QUIC,1292,"Initial, SCID=e160c941423d4e4e, PKN: 2, ACK, PADDING"
10,0.129912,192.168.2.13,8.8.4.4,QUIC,260,"0-RTT, DCID=e160c941423d4e4e"
11,0.130184,192.168.2.13,8.8.4.4,QUIC,260,"0-RTT, DCID=e160c941423d4e4e"
12,0.143159,8.8.4.4,192.168.2.13,QUIC,1292,"Initial, SCID=e160c941423d4e4e, PKN: 3, CRYPTO, PADDING"
13,0.143159,8.8.4.4,192.168.2.13,QUIC,333,Protected Payload (KP0)
14,0.143972,192.168.2.13,8.8.4.4,QUIC,120,"Handshake, DCID=e160c941423d4e4e"
15,0.144012,8.8.4.4,192.168.2.13,QUIC,976,Protected Payload (KP0)
16,0.144012,8.8.4.4,192.168.2.13,QUIC,67,Protected Payload (KP0)
17,0.144185,192.168.2.13,8.8.4.4,QUIC,73,"Protected Payload (KP0), DCID=e160c941423d4e4e"
18,0.144267,192.168.2.13,8.8.4.4,QUIC,113,"Protected Payload (KP0), DCID=e160c941423d4e4e"
19,0.161493,8.8.4.4,192.168.2.13,QUIC,73,Protected Payload (KP0)
20,0.161493,8.8.4.4,192.168.2.13,QUIC,71,Protected Payload (KP0)
21,0.161881,192.168.2.13,8.8.4.4,QUIC,73,"Protected Payload (KP0), DCID=e160c941423d4e4e"
22,0.174986,8.8.4.4,192.168.2.13,QUIC,162,Protected Payload (KP0)
23,0.174986,8.8.4.4,192.168.2.13,QUIC,69,Protected Payload (KP0)
24,0.175758,8.8.4.4,192.168.2.13,QUIC,742,Protected Payload (KP0)
25,0.175758,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
26,0.176194,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
27,0.176683,8.8.4.4,192.168.2.13,QUIC,572,Protected Payload (KP0)
28,0.176683,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
29,0.177064,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
30,0.178474,192.168.2.13,142.250.192.99,QUIC,1292,"Initial, DCID=82745b55fb802441, PKN: 1, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
31,0.178586,192.168.2.13,142.250.192.99,QUIC,1292,"Initial, DCID=82745b55fb802441, PKN: 2, CRYPTO, PING, PING, PING, PING, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, PING"
32,0.189296,8.8.4.4,192.168.2.13,QUIC,571,Protected Payload (KP0)
33,0.189296,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
34,0.189703,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
35,0.190558,8.8.4.4,192.168.2.13,QUIC,572,Protected Payload (KP0)
36,0.190558,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
37,0.191066,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
38,0.19188,192.168.2.13,142.250.195.14,TCP,66,57720  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
39,0.207953,8.8.4.4,192.168.2.13,QUIC,65,Protected Payload (KP0)
40,0.212082,142.250.192.99,192.168.2.13,QUIC,82,"Initial, SCID=e2745b55fb802441, PKN: 1, ACK"
41,0.22176,192.168.2.13,8.8.4.4,QUIC,74,"Protected Payload (KP0), DCID=e160c941423d4e4e"
42,0.22282,8.8.4.4,192.168.2.13,QUIC,65,Protected Payload (KP0)
43,0.224614,142.250.195.14,192.168.2.13,TCP,66,"443  >  57720 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
44,0.224704,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0
45,0.225894,192.168.2.13,142.250.195.14,TCP,1466,57720  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=1412 [TCP PDU reassembled in 45]
46,0.225894,192.168.2.13,142.250.195.14,TLSv1.3,403,Client Hello (SNI=clients4.google.com)
47,0.241051,192.168.2.13,8.8.4.4,QUIC,256,"Protected Payload (KP0), DCID=e160c941423d4e4e"
48,0.241322,192.168.2.13,8.8.4.4,QUIC,252,"Protected Payload (KP0), DCID=e160c941423d4e4e"
49,0.253323,192.168.2.13,142.250.192.99,QUIC,1292,"Initial, DCID=e2745b55fb802441, PKN: 4, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PING"
50,0.260836,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=1 Ack=1762 Win=268032 Len=0
51,0.260836,142.250.195.14,192.168.2.13,TLSv1.3,1466,"Server Hello, Change Cipher Spec"
52,0.261096,142.250.195.14,192.168.2.13,TCP,1466,"443  >  57720 [PSH, ACK] Seq=1413 Ack=1762 Win=268032 Len=1412 [TCP PDU reassembled in 57]"
53,0.261096,142.250.195.14,192.168.2.13,TCP,1466,443  >  57720 [ACK] Seq=2825 Ack=1762 Win=268032 Len=1412 [TCP PDU reassembled in 57]
54,0.261181,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=1762 Ack=4237 Win=66304 Len=0
55,0.262197,142.250.195.14,192.168.2.13,TCP,1466,"443  >  57720 [PSH, ACK] Seq=4237 Ack=1762 Win=268032 Len=1412 [TCP PDU reassembled in 57]"
56,0.262244,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=1762 Ack=5649 Win=66304 Len=0
57,0.262332,142.250.195.14,192.168.2.13,TCP,1466,443  >  57720 [ACK] Seq=5649 Ack=1762 Win=268032 Len=1412 [TCP PDU reassembled in 57]
58,0.263539,142.250.195.14,192.168.2.13,TLSv1.3,896,Application Data
59,0.263588,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=1762 Ack=7903 Win=66304 Len=0
60,0.265731,192.168.2.13,142.250.195.14,TLSv1.3,128,"Change Cipher Spec, Application Data"
61,0.265994,192.168.2.13,142.250.195.14,TLSv1.3,146,Application Data
62,0.266544,192.168.2.13,142.250.195.14,TLSv1.3,449,Application Data
63,0.26664,192.168.2.13,142.250.195.14,TCP,1466,57720  >  443 [ACK] Seq=2323 Ack=7903 Win=66304 Len=1412 [TCP PDU reassembled in 65]
64,0.26664,192.168.2.13,142.250.195.14,TCP,1466,57720  >  443 [ACK] Seq=3735 Ack=7903 Win=66304 Len=1412 [TCP PDU reassembled in 65]
65,0.26664,192.168.2.13,142.250.195.14,TCP,1466,57720  >  443 [ACK] Seq=5147 Ack=7903 Win=66304 Len=1412 [TCP PDU reassembled in 65]
66,0.26664,192.168.2.13,142.250.195.14,TLSv1.3,1118,Application Data
67,0.272844,8.8.4.4,192.168.2.13,QUIC,70,Protected Payload (KP0)
68,0.287173,142.250.192.99,192.168.2.13,QUIC,1292,"Initial, SCID=e2745b55fb802441, PKN: 2, ACK, PADDING"
69,0.287367,142.250.192.99,192.168.2.13,QUIC,1292,"Initial, SCID=e2745b55fb802441, PKN: 3, CRYPTO, PADDING"
70,0.288057,142.250.192.99,192.168.2.13,QUIC,1292,"Initial, SCID=e2745b55fb802441, PKN: 4, CRYPTO, PADDING"
71,0.288057,142.250.192.99,192.168.2.13,QUIC,1292,"Initial, SCID=e2745b55fb802441, PKN: 5, CRYPTO, PADDING"
72,0.288596,142.250.192.99,192.168.2.13,QUIC,1292,"Handshake, SCID=e2745b55fb802441"
73,0.288863,142.250.192.99,192.168.2.13,QUIC,1292,"Handshake, SCID=e2745b55fb802441"
74,0.289211,192.168.2.13,142.250.192.99,QUIC,1292,"Initial, DCID=e2745b55fb802441, PKN: 5, ACK, PADDING"
75,0.289468,192.168.2.13,142.250.192.99,QUIC,81,"Handshake, DCID=e2745b55fb802441"
76,0.298932,142.250.195.14,192.168.2.13,TLSv1.3,1022,"Application Data, Application Data"
77,0.298932,142.250.195.14,192.168.2.13,TLSv1.3,85,Application Data
78,0.298932,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=8902 Ack=3735 Win=266240 Len=0
79,0.298932,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=8902 Ack=6559 Win=263424 Len=0
80,0.298995,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=7623 Ack=8902 Win=65280 Len=0
81,0.299256,192.168.2.13,8.8.4.4,QUIC,74,"Protected Payload (KP0), DCID=e160c941423d4e4e"
82,0.299408,192.168.2.13,142.250.195.14,TLSv1.3,85,Application Data
83,0.299868,8.8.4.4,192.168.2.13,QUIC,571,Protected Payload (KP0)
84,0.300324,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
85,0.300724,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
86,0.302191,8.8.4.4,192.168.2.13,QUIC,572,Protected Payload (KP0)
87,0.302191,8.8.4.4,192.168.2.13,QUIC,64,Protected Payload (KP0)
88,0.302669,192.168.2.13,8.8.4.4,QUIC,77,"Protected Payload (KP0), DCID=e160c941423d4e4e"
89,0.30403,192.168.2.13,142.250.183.67,TCP,66,57721  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
90,0.305632,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=8902 Ack=7623 Win=262400 Len=0
91,0.322412,142.250.192.99,192.168.2.13,QUIC,1292,"Handshake, SCID=e2745b55fb802441"
92,0.322412,142.250.192.99,192.168.2.13,QUIC,233,Protected Payload (KP0)
93,0.323281,192.168.2.13,142.250.192.99,QUIC,81,"Handshake, DCID=e2745b55fb802441"
94,0.326329,192.168.2.13,142.250.192.99,QUIC,125,"Handshake, DCID=e2745b55fb802441"
95,0.326607,192.168.2.13,142.250.192.99,QUIC,110,"Protected Payload (KP0), DCID=e2745b55fb802441"
96,0.327552,192.168.2.13,142.250.192.99,QUIC,1288,"Protected Payload (KP0), DCID=e2745b55fb802441"
97,0.327651,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
98,0.332667,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=8902 Ack=7654 Win=262400 Len=0
99,0.334069,8.8.4.4,192.168.2.13,QUIC,65,Protected Payload (KP0)
100,0.336591,142.250.183.67,192.168.2.13,TCP,66,"443  >  57721 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
101,0.336678,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0
102,0.338231,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=1412 [TCP PDU reassembled in 102]
103,0.338231,192.168.2.13,142.250.183.67,TLSv1.3,437,Client Hello (SNI=update.googleapis.com)
104,0.359059,142.250.192.99,192.168.2.13,QUIC,1014,Protected Payload (KP0)
105,0.359059,142.250.192.99,192.168.2.13,QUIC,163,Protected Payload (KP0)
106,0.359059,142.250.192.99,192.168.2.13,QUIC,69,Protected Payload (KP0)
107,0.359576,192.168.2.13,142.250.192.99,QUIC,73,"Protected Payload (KP0), DCID=e2745b55fb802441"
108,0.359868,192.168.2.13,142.250.192.99,QUIC,688,"Protected Payload (KP0), DCID=e2745b55fb802441"
109,0.374134,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=1 Ack=1796 Win=268032 Len=0
110,0.374134,142.250.183.67,192.168.2.13,TLSv1.3,1466,"Server Hello, Change Cipher Spec"
111,0.376919,142.250.183.67,192.168.2.13,TCP,1466,"443  >  57721 [PSH, ACK] Seq=1413 Ack=1796 Win=268032 Len=1412 [TCP PDU reassembled in 114]"
112,0.376919,142.250.183.67,192.168.2.13,TCP,1466,443  >  57721 [ACK] Seq=2825 Ack=1796 Win=268032 Len=1412 [TCP PDU reassembled in 114]
113,0.37697,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=1796 Ack=4237 Win=66304 Len=0
114,0.377717,142.250.183.67,192.168.2.13,TCP,1466,"443  >  57721 [PSH, ACK] Seq=4237 Ack=1796 Win=268032 Len=1412 [TCP PDU reassembled in 114]"
115,0.377717,142.250.183.67,192.168.2.13,TLSv1.3,172,Application Data
116,0.377787,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=1796 Ack=5767 Win=66304 Len=0
117,0.379979,192.168.2.13,142.250.183.67,TLSv1.3,144,"Change Cipher Spec, Application Data"
118,0.380307,192.168.2.13,142.250.183.67,TLSv1.3,146,Application Data
119,0.381305,192.168.2.13,142.250.183.67,TLSv1.3,1166,Application Data
120,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=3090 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
121,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=4502 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
122,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=5914 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
123,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=7326 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
124,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=8738 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
125,0.381431,192.168.2.13,142.250.183.67,TCP,1466,57721  >  443 [ACK] Seq=10150 Ack=5767 Win=66304 Len=1412 [TCP PDU reassembled in 125]
126,0.381431,192.168.2.13,142.250.183.67,TLSv1.3,1361,Application Data
127,0.384659,142.250.192.99,192.168.2.13,QUIC,66,Protected Payload (KP0)
128,0.412498,142.250.183.67,192.168.2.13,TLSv1.3,1058,"Application Data, Application Data"
129,0.412498,142.250.183.67,192.168.2.13,TLSv1.3,85,Application Data
130,0.412554,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=12869 Ack=6802 Win=65280 Len=0
131,0.413123,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=6802 Ack=4502 Win=265728 Len=0
132,0.413463,192.168.2.13,142.250.183.67,TLSv1.3,85,Application Data
133,0.413886,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=6802 Ack=7326 Win=262912 Len=0
134,0.414448,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=6802 Ack=10150 Win=260096 Len=0
135,0.415059,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=6802 Ack=12869 Win=257536 Len=0
136,0.416508,142.250.192.99,192.168.2.13,QUIC,66,Protected Payload (KP0)
137,0.450222,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=6802 Ack=12900 Win=257536 Len=0
138,0.540513,142.250.195.14,192.168.2.13,TLSv1.3,549,Application Data
139,0.540513,142.250.195.14,192.168.2.13,TLSv1.3,115,Application Data
140,0.540513,142.250.195.14,192.168.2.13,TLSv1.3,85,Application Data
141,0.540513,142.250.195.14,192.168.2.13,TLSv1.3,93,Application Data
142,0.540632,192.168.2.13,142.250.195.14,TCP,54,57720  >  443 [ACK] Seq=7654 Ack=9528 Win=66304 Len=0
143,0.542031,192.168.2.13,142.250.195.14,TLSv1.3,93,Application Data
144,0.573501,142.250.195.14,192.168.2.13,TCP,54,443  >  57720 [ACK] Seq=9528 Ack=7693 Win=262400 Len=0
145,0.619422,142.250.192.99,192.168.2.13,QUIC,534,Protected Payload (KP0)
146,0.62541,142.250.192.99,192.168.2.13,QUIC,195,Protected Payload (KP0)
147,0.625846,192.168.2.13,142.250.192.99,QUIC,77,"Protected Payload (KP0), DCID=e2745b55fb802441"
148,0.682894,142.250.192.99,192.168.2.13,QUIC,66,Protected Payload (KP0)
149,0.698506,142.250.183.67,192.168.2.13,TLSv1.3,775,Application Data
150,0.703132,142.250.183.67,192.168.2.13,TLSv1.3,1466,Application Data
151,0.703132,142.250.183.67,192.168.2.13,TLSv1.3,84,Application Data
152,0.703214,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=12900 Ack=8965 Win=66304 Len=0
153,0.709831,142.250.183.67,192.168.2.13,TLSv1.3,85,Application Data
154,0.709831,142.250.183.67,192.168.2.13,TLSv1.3,93,Application Data
155,0.709934,192.168.2.13,142.250.183.67,TCP,54,57721  >  443 [ACK] Seq=12900 Ack=9035 Win=66048 Len=0
156,0.710656,192.168.2.13,142.250.183.67,TLSv1.3,93,Application Data
157,0.742176,142.250.183.67,192.168.2.13,TCP,54,443  >  57721 [ACK] Seq=9035 Ack=12939 Win=257536 Len=0
158,1.694619,192.168.2.13,34.104.35.123,TCP,66,57713  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
159,3.641288,192.168.2.13,142.250.192.99,QUIC,1288,"Protected Payload (KP0), DCID=e2745b55fb802441"
160,3.641368,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
161,3.641398,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
162,3.641423,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
163,3.641558,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
164,3.64187,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
165,3.641942,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
166,3.641998,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
167,3.642083,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
168,3.64214,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
169,3.642212,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
170,3.642273,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
171,3.656618,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
172,3.656769,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
173,3.656848,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
174,3.65698,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
175,3.65716,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
176,3.657717,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
177,3.658012,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
178,3.658097,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
179,3.658181,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
180,3.65826,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
181,3.658525,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
182,3.658935,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
183,3.659086,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
184,3.659182,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
185,3.659246,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
186,3.659306,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
187,3.659361,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
188,3.659417,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
189,3.659462,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
190,3.659513,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
191,3.674196,142.250.192.99,192.168.2.13,QUIC,69,Protected Payload (KP0)
192,3.674196,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
193,3.674426,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
194,3.67449,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
195,3.67946,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
196,3.67946,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
197,3.679525,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
198,3.679525,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
199,3.679735,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
200,3.679793,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
201,3.679815,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
202,3.67984,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
203,3.679863,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
204,3.679912,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
205,3.679941,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
206,3.687904,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
207,3.688164,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
208,3.689046,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
209,3.689046,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
210,3.689544,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
211,3.689673,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
212,3.689963,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
213,3.689963,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
214,3.6928,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
215,3.6928,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
216,3.6928,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
217,3.6928,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
218,3.693012,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
219,3.693183,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
220,3.693277,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
221,3.693322,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
222,3.693358,192.168.2.13,142.250.192.99,QUIC,1292,"Protected Payload (KP0), DCID=e2745b55fb802441"
223,3.695831,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
224,3.696189,192.168.2.13,142.250.192.99,QUIC,675,"Protected Payload (KP0), DCID=e2745b55fb802441"
225,3.709302,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
226,3.716198,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
227,3.716198,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
228,3.716198,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
229,3.724535,142.250.192.99,192.168.2.13,QUIC,70,Protected Payload (KP0)
230,3.724535,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
231,3.731231,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
232,3.731231,142.250.192.99,192.168.2.13,QUIC,65,Protected Payload (KP0)
233,3.733502,142.250.192.99,192.168.2.13,QUIC,66,Protected Payload (KP0)
234,3.750988,192.168.2.13,142.250.192.99,QUIC,74,"Protected Payload (KP0), DCID=e2745b55fb802441"
235,4.333876,142.250.192.99,192.168.2.13,QUIC,131,Protected Payload (KP0)
236,4.34025,142.250.192.99,192.168.2.13,QUIC,193,Protected Payload (KP0)
237,4.340628,192.168.2.13,142.250.192.99,QUIC,77,"Protected Payload (KP0), DCID=e2745b55fb802441"
238,4.398166,142.250.192.99,192.168.2.13,QUIC,67,Protected Payload (KP0)
239,6.05495,192.168.2.13,142.250.195.68,UDP,71,61051  >  443 Len=29
240,6.108394,142.250.195.68,192.168.2.13,UDP,66,443  >  61051 Len=24
241,6.410925,192.168.2.10,239.255.255.250,SSDP,212,M-SEARCH * HTTP/1.1 
242,6.615614,0.0.0.0,255.255.255.255,DHCP,344,DHCP Request  - Transaction ID 0xcb834753
243,6.820213,fe80::a3c7:e48a:b70c:bd30,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
