No.,Time,Source,Destination,Protocol,Length,Info
5328,44.791862,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1888751 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5329]
5329,44.791909,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1890211 Win=908544 Len=0
5330,44.792369,172.64.155.209,192.168.2.13,TLSv1.3,155,Application Data
5331,44.792369,172.64.155.209,192.168.2.13,TLSv1.3,410,Application Data
5332,44.792408,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1890668 Win=908032 Len=0
5333,44.793316,172.64.155.209,192.168.2.13,TLSv1.3,826,Application Data
5334,44.793316,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5335,44.793388,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1891471 Win=907264 Len=0
5336,44.794026,172.64.155.209,192.168.2.13,TLSv1.3,546,Application Data
5337,44.794084,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1891963 Win=908544 Len=0
5338,44.794561,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1891963 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5339,44.794615,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1893423 Win=908544 Len=0
5340,44.795166,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1893423 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5341,44.795166,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1894883 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5342,44.795219,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1896343 Win=908544 Len=0
5343,44.795806,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1896343 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5344,44.795851,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1897803 Win=908544 Len=0
5345,44.79621,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1897803 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5346,44.79625,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1899263 Win=908544 Len=0
5347,44.79707,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1899263 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5348,44.797116,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1900723 Win=908544 Len=0
5349,44.797655,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1900723 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5350,44.797703,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1902183 Win=908544 Len=0
5351,44.798048,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1902183 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5352,44.798083,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1903643 Win=908544 Len=0
5353,44.7989,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1903643 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5354]
5354,44.798967,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1905103 Win=908544 Len=0
5355,44.799486,172.64.155.209,192.168.2.13,TLSv1.3,1269,Application Data
5356,44.799486,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5357,44.799536,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1906349 Win=907264 Len=0
5358,44.800086,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1906349 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5359,44.800158,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1907809 Win=908544 Len=0
5360,44.800865,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1907809 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5361,44.800912,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1909269 Win=908544 Len=0
5362,44.801459,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1909269 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5363,44.8015,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1910729 Win=908544 Len=0
5364,44.801883,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1910729 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5365,44.801916,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1912189 Win=908544 Len=0
5366,44.802326,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1912189 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5367,44.802355,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1913649 Win=908544 Len=0
5368,44.802842,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1913649 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5369,44.802877,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1915109 Win=908544 Len=0
5370,44.803826,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1915109 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5371,44.803826,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1916569 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5372,44.803874,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1918029 Win=908544 Len=0
5373,44.804765,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1918029 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5374,44.804765,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1919489 Ack=458003 Win=933888 Len=1460 [TCP PDU reassembled in 5374]
5375,44.804765,172.64.155.209,192.168.2.13,TLSv1.3,62,Application Data
5376,44.804817,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1920957 Win=908544 Len=0
5377,44.80545,172.64.155.209,192.168.2.13,TLSv1.3,390,Application Data
5378,44.80545,172.64.155.209,192.168.2.13,TLSv1.3,1369,Application Data
5379,44.805498,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1922608 Win=908544 Len=0
5380,44.805916,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5381,44.806596,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1922639 Ack=460803 Win=933888 Len=0
5382,44.806596,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1922639 Ack=462659 Win=942080 Len=0
5383,44.807211,172.64.155.209,192.168.2.13,TLSv1.3,375,Application Data
5384,44.807253,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=588368 Ack=1922960 Win=908032 Len=0
5385,44.807656,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=588368 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5387]
5386,44.807656,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=589768 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5387]
5387,44.807656,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=591168 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5387]
5388,44.807656,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5389,44.808354,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=593023 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5391]
5390,44.808354,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=594423 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5391]
5391,44.808354,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=595823 Ack=1922960 Win=908032 Len=1400 [TCP PDU reassembled in 5391]
5392,44.808354,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5393,44.808659,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1922960 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5402]
5394,44.808698,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=597678 Ack=1924420 Win=908544 Len=0
5395,44.808906,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=597678 Ack=1924420 Win=908544 Len=1400 [TCP PDU reassembled in 5397]
5396,44.808906,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=599078 Ack=1924420 Win=908544 Len=1400 [TCP PDU reassembled in 5397]
5397,44.808906,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=600478 Ack=1924420 Win=908544 Len=1400 [TCP PDU reassembled in 5397]
5398,44.808906,192.168.2.13,172.64.155.209,TLSv1.3,511,Application Data
5399,44.809245,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1924420 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5402]
5400,44.809466,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1925880 Win=908544 Len=0
5401,44.813438,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1925880 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5402]
5402,44.81349,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1927340 Win=908544 Len=0
5403,44.814874,172.64.155.209,192.168.2.13,TLSv1.3,568,Application Data
5404,44.815224,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5405,44.815224,172.64.155.209,192.168.2.13,TLSv1.3,567,Application Data
5406,44.815261,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1928398 Win=907520 Len=0
5407,44.816212,172.64.155.209,192.168.2.13,TLSv1.3,225,Application Data
5408,44.816212,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5409,44.816261,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1928600 Win=907264 Len=0
5410,44.817189,172.64.155.209,192.168.2.13,TLSv1.3,436,Application Data
5411,44.817241,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1928982 Win=908544 Len=0
5412,44.817887,172.64.155.209,192.168.2.13,TLSv1.3,596,Application Data
5413,44.817887,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5414,44.817934,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=602335 Ack=1929555 Win=907776 Len=0
5415,44.818391,172.64.155.209,192.168.2.13,TLSv1.3,420,Application Data
5416,44.819229,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=602335 Ack=1929921 Win=907520 Len=1400 [TCP PDU reassembled in 5418]
5417,44.819229,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=603735 Ack=1929921 Win=907520 Len=1400 [TCP PDU reassembled in 5418]
5418,44.819229,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=605135 Ack=1929921 Win=907520 Len=1400 [TCP PDU reassembled in 5418]
5419,44.819229,192.168.2.13,172.64.155.209,TLSv1.3,510,Application Data
5420,44.819389,172.64.155.209,192.168.2.13,TLSv1.3,176,Application Data
5421,44.81978,172.64.155.209,192.168.2.13,TLSv1.3,85,Application Data
5422,44.819804,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1930074 Win=907264 Len=0
5423,44.820717,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1930074 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5424,44.820765,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1931534 Win=908544 Len=0
5425,44.821616,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1931534 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5426,44.821661,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1932994 Win=908544 Len=0
5427,44.822806,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1932994 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5428,44.822852,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1934454 Win=908544 Len=0
5429,44.823599,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1934454 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5430,44.823655,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1935914 Win=908544 Len=0
5431,44.823936,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1935914 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5432,44.823965,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1937374 Win=908544 Len=0
5433,44.824344,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1937374 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5434,44.82437,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1938834 Win=908544 Len=0
5435,44.8258,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1938834 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5436,44.825848,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1940294 Win=908544 Len=0
5437,44.826563,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1940294 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5438,44.826614,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1941754 Win=908544 Len=0
5439,44.826904,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1941754 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5440,44.826932,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1943214 Win=908544 Len=0
5441,44.827275,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1943214 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5442,44.827295,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1944674 Win=908544 Len=0
5443,44.828541,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1944674 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5444]
5444,44.828589,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1946134 Win=908544 Len=0
5445,44.828968,172.64.155.209,192.168.2.13,TLSv1.3,400,Application Data
5446,44.82901,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1946480 Win=908032 Len=0
5447,44.830543,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1946480 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5448,44.830727,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1947940 Win=908544 Len=0
5449,44.830919,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1947940 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5450,44.830951,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1949400 Win=908544 Len=0
5451,44.831607,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1949400 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5452,44.831638,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1950860 Win=908544 Len=0
5453,44.831856,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1950860 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5454,44.831873,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=606991 Ack=1952320 Win=908544 Len=0
5455,44.832316,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=606991 Ack=1952320 Win=908544 Len=1400 [TCP PDU reassembled in 5457]
5456,44.832316,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=608391 Ack=1952320 Win=908544 Len=1400 [TCP PDU reassembled in 5457]
5457,44.832316,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=609791 Ack=1952320 Win=908544 Len=1400 [TCP PDU reassembled in 5457]
5458,44.832316,192.168.2.13,172.64.155.209,TLSv1.3,510,Application Data
5459,44.832564,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1952320 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5460,44.832602,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1953780 Win=908544 Len=0
5461,44.835369,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1953780 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5462,44.835415,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1955240 Win=908544 Len=0
5463,44.836276,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1955240 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5464,44.836329,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1956700 Win=908544 Len=0
5465,44.836705,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1956700 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5466,44.836743,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1958160 Win=908544 Len=0
5467,44.837693,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1958160 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5468,44.837749,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1959620 Win=908544 Len=0
5469,44.838384,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1959620 Ack=462659 Win=942080 Len=1460 [TCP PDU reassembled in 5471]
5470,44.838424,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1961080 Win=908544 Len=0
5471,44.838742,172.64.155.209,192.168.2.13,TCP,54,[TCP Previous segment not captured] 443  >  57745 [ACK] Seq=1961361 Ack=465459 Win=950272 Len=0
5472,44.839311,172.64.155.209,192.168.2.13,TLSv1.3,304,"[TCP Out-Of-Order] , Application Data"
5473,44.839311,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=467315 Win=950272 Len=0
5474,44.840077,172.64.155.209,192.168.2.13,TLSv1.3,85,"[TCP Out-Of-Order] , Application Data"
5475,44.840077,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=470115 Win=958464 Len=0
5476,44.840137,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=611647 Ack=1961361 Win=908288 Len=0
5477,44.840767,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=471971 Win=966656 Len=0
5478,44.840767,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=474771 Win=974848 Len=0
5479,44.841176,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=611647 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5481]
5480,44.841176,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=613047 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5481]
5481,44.841176,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=614447 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5481]
5482,44.841176,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5483,44.841392,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=616302 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5485]
5484,44.841392,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=617702 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5485]
5485,44.841392,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=619102 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5485]
5486,44.841392,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5487,44.841564,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=620957 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5489]
5488,44.841564,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=622357 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5489]
5489,44.841564,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=623757 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5489]
5490,44.841564,192.168.2.13,172.64.155.209,TLSv1.3,510,Application Data
5491,44.841994,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=476626 Win=974848 Len=0
5492,44.841994,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=479426 Win=983040 Len=0
5493,44.841994,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=481282 Win=991232 Len=0
5494,44.843654,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=484082 Win=991232 Len=0
5495,44.844475,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=485938 Win=999424 Len=0
5496,44.845014,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=488738 Win=1007616 Len=0
5497,44.845189,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=625613 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5499]
5498,44.845189,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=627013 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5499]
5499,44.845189,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=628413 Ack=1961361 Win=908288 Len=1400 [TCP PDU reassembled in 5499]
5500,44.845189,192.168.2.13,172.64.155.209,TLSv1.3,510,Application Data
5501,44.845586,172.64.155.209,192.168.2.13,TCP,54,443  >  57745 [ACK] Seq=1961361 Ack=490594 Win=1015808 Len=0
5502,44.846165,172.64.155.209,192.168.2.13,TLSv1.3,578,Application Data
5503,44.847209,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1961885 Ack=490594 Win=1015808 Len=1460 [TCP PDU reassembled in 5560]
5504,44.84725,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=630269 Ack=1963345 Win=908544 Len=0
5505,44.848189,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1963345 Ack=490594 Win=1015808 Len=1460 [TCP PDU reassembled in 5560]
5506,44.848243,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=630269 Ack=1964805 Win=908544 Len=0
5507,44.84877,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=630269 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5509]
5508,44.84877,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=631669 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5509]
5509,44.84877,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=633069 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5509]
5510,44.84877,192.168.2.13,172.64.155.209,TLSv1.3,510,Application Data
5511,44.84898,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=634925 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5513]
5512,44.84898,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=636325 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5513]
5513,44.84898,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=637725 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5513]
5514,44.84898,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5515,44.850287,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=639580 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5517]
5516,44.850287,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=640980 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5517]
5517,44.850287,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=642380 Ack=1964805 Win=908544 Len=1400 [TCP PDU reassembled in 5517]
5518,44.850287,192.168.2.13,172.64.155.209,TLSv1.3,509,Application Data
5519,44.85236,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1964805 Ack=490594 Win=1015808 Len=1460 [TCP PDU reassembled in 5560]
5520,44.852469,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=644235 Ack=1966265 Win=908544 Len=0
5521,44.85388,172.64.155.209,192.168.2.13,TCP,1514,443  >  57745 [ACK] Seq=1966265 Ack=490594 Win=1015808 Len=1460 [TCP PDU reassembled in 5560]
5522,44.853924,192.168.2.13,172.64.155.209,TCP,54,57745  >  443 [ACK] Seq=644235 Ack=1967725 Win=908544 Len=0
5523,44.854492,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=644235 Ack=1967725 Win=908544 Len=1400 [TCP PDU reassembled in 5525]
5524,44.854492,192.168.2.13,172.64.155.209,TCP,1454,57745  >  443 [ACK] Seq=645635 Ack=1967725 Win=908544 Len=1400 [TCP PDU reassembled in 5525]
