packet_length,inter_arrival_time,ttl,is_tcp,is_udp,is_icmp,src_port,dst_port,syn_flag,ack_flag,fin_flag,rst_flag,is_well_known_port
1494,7.7e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
135,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.216858,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.041705,100,1,0,0,443,54447,0,1,0,0,0
153,0.017186,100,1,0,0,443,54447,0,1,0,0,0
89,0.001318,128,1,0,0,54447,443,0,1,0,0,0
71,0.174147,128,0,1,0,56907,443,0,0,0,0,0
72,0.052199,60,0,1,0,443,56907,0,0,0,0,0
54,0.036779,100,1,0,0,443,54447,0,1,0,0,0
172,1.84267,128,1,0,0,54447,443,0,1,0,0,0
1494,7.8e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1112,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.216667,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.045459,128,1,0,0,54447,443,0,1,0,0,0
55,0.24818,128,1,0,0,59760,443,0,1,0,0,0
66,0.032268,123,1,0,0,443,59760,0,1,0,0,0
71,0.667615,128,0,1,0,56461,443,0,0,0,0,0
71,0.061298,128,0,1,0,56461,443,0,0,0,0,0
68,0.026439,60,0,1,0,443,56461,0,0,0,0,0
60,0.118664,0,0,0,0,0,0,0,0,0,0,0
168,0.912242,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000111,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
649,0.0,128,1,0,0,54447,443,0,1,0,0,0
60,0.111462,0,0,0,0,0,0,0,0,0,0,0
54,0.104784,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
89,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.044739,128,1,0,0,54447,443,0,1,0,0,0
148,0.215222,100,1,0,0,443,54447,0,1,0,0,0
54,0.047504,128,1,0,0,54447,443,0,1,0,0,0
60,0.611879,0,0,0,0,0,0,0,0,0,0,0
169,1.231093,128,1,0,0,54447,443,0,1,0,0,0
1494,7.5e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1112,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.216272,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.084776,100,1,0,0,443,54447,0,1,0,0,0
89,0.000777,128,1,0,0,54447,443,0,1,0,0,0
54,0.269089,100,1,0,0,443,54447,0,1,0,0,0
120,1.70601,60,0,1,0,443,56461,0,0,0,0,0
76,0.000241,128,0,1,0,56461,443,0,0,0,0,0
170,0.101104,128,1,0,0,54447,443,0,1,0,0,0
1494,8.2e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
135,0.0,128,1,0,0,54447,443,0,1,0,0,0
84,0.076825,1,0,1,0,5353,5353,0,0,0,0,0
84,0.000313,1,0,1,0,5353,5353,0,0,0,0,0
359,0.012195,1,0,1,0,5353,5353,0,0,0,0,0
359,0.000176,1,0,1,0,5353,5353,0,0,0,0,0
54,0.131601,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.15575,100,1,0,0,443,54447,0,1,0,0,0
54,0.041512,128,1,0,0,54447,443,0,1,0,0,0
78,0.187091,246,1,0,0,443,62658,0,1,0,0,0
54,0.0,246,1,0,0,443,62658,0,1,1,0,0
54,0.000141,128,1,0,0,62658,443,0,1,0,0,0
437,1.724748,255,0,1,0,5353,5353,0,0,0,0,0
457,0.002436,0,0,1,0,5353,5353,0,0,0,0,0
171,0.001851,128,1,0,0,54447,443,0,1,0,0,0
1494,5.9e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
135,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.215611,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.128662,100,1,0,0,443,54447,0,1,0,0,0
54,0.042583,128,1,0,0,54447,443,0,1,0,0,0
93,0.336779,246,1,0,0,443,62661,0,1,0,0,0
78,0.0,246,1,0,0,443,62661,0,1,0,0,0
54,0.0,246,1,0,0,443,62661,0,1,1,0,0
54,7.6e-05,128,1,0,0,62661,443,0,1,0,0,0
93,0.073063,246,1,0,0,443,62660,0,1,0,0,0
78,0.0,246,1,0,0,443,62660,0,1,0,0,0
54,0.0,246,1,0,0,443,62660,0,1,1,0,0
54,9e-05,128,1,0,0,62660,443,0,1,0,0,0
54,0.000121,128,1,0,0,62660,443,0,1,1,0,0
54,0.234177,246,1,0,0,443,62660,0,1,0,0,0
55,0.299143,128,1,0,0,52972,443,0,1,0,0,0
66,0.031845,57,1,0,0,443,52972,0,1,0,0,0
204,0.988449,1,0,1,0,5353,5353,0,0,0,0,0
224,0.000303,0,0,1,0,5353,5353,0,0,0,0,0
83,0.000321,1,0,1,0,5353,5353,0,0,0,0,0
103,0.000262,0,0,1,0,5353,5353,0,0,0,0,0
172,0.022546,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000131,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
649,0.0,128,1,0,0,54447,443,0,1,0,0,0
83,0.180767,1,0,1,0,5353,5353,0,0,0,0,0
103,0.000313,0,0,1,0,5353,5353,0,0,0,0,0
54,0.037346,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
148,0.0,100,1,0,0,443,54447,0,1,0,0,0
89,0.000782,128,1,0,0,54447,443,0,1,0,0,0
83,0.269491,1,0,1,0,5353,5353,0,0,0,0,0
103,0.000281,0,0,1,0,5353,5353,0,0,0,0,0
89,0.037108,128,1,0,0,54447,443,0,1,0,0,0
54,0.036196,100,1,0,0,443,54447,0,1,0,0,0
259,0.130759,1,0,1,0,5353,5353,0,0,0,0,0
279,0.000336,0,0,1,0,5353,5353,0,0,0,0,0
205,0.000307,1,0,1,0,5353,5353,0,0,0,0,0
225,0.000655,0,0,1,0,5353,5353,0,0,0,0,0
66,0.050262,100,1,0,0,443,54447,0,1,0,0,0
197,1.602088,128,1,0,0,54447,443,0,1,0,0,0
1494,7.2e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1112,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.216501,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.106045,100,1,0,0,443,54447,0,1,0,0,0
54,0.048035,128,1,0,0,54447,443,0,1,0,0,0
60,0.031036,0,0,0,0,0,0,0,0,0,0,0
174,0.770309,128,1,0,0,52972,443,0,1,0,0,0
93,0.000113,128,1,0,0,52972,443,0,1,0,0,0
143,3.5e-05,128,1,0,0,52972,443,0,1,0,0,0
144,0.009811,128,1,0,0,52972,443,0,1,0,0,0
54,0.022918,57,1,0,0,443,52972,0,1,0,0,0
93,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,0.0,57,1,0,0,443,52972,0,1,0,0,0
284,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,8.3e-05,128,1,0,0,52972,443,0,1,0,0,0
54,3.3e-05,128,1,0,0,52972,443,0,1,0,0,0
54,2.7e-05,128,1,0,0,52972,443,0,1,0,0,0
89,0.00048,128,1,0,0,52972,443,0,1,0,0,0
54,0.00895,57,1,0,0,443,52972,0,1,0,0,0
209,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,0.023423,57,1,0,0,443,52972,0,1,0,0,0
1292,0.013399,128,0,1,0,63173,443,0,0,0,0,0
1292,6.3e-05,128,0,1,0,63173,443,0,0,0,0,0
209,0.000154,128,1,0,0,59760,443,0,1,0,0,0
93,4.2e-05,128,1,0,0,59760,443,0,1,0,0,0
549,2.4e-05,128,1,0,0,59760,443,0,1,0,0,0
54,0.007485,128,1,0,0,52972,443,0,1,0,0,0
209,0.002896,128,1,0,0,59760,443,0,1,0,0,0
554,8.4e-05,128,1,0,0,59760,443,0,1,0,0,0
209,0.000885,128,1,0,0,59760,443,0,1,0,0,0
549,5.2e-05,128,1,0,0,59760,443,0,1,0,0,0
291,0.007724,57,1,0,0,443,52972,0,1,0,0,0
82,0.009651,60,0,1,0,443,63173,0,0,0,0,0
54,0.004084,123,1,0,0,443,59760,0,1,0,0,0
54,0.0,123,1,0,0,443,59760,0,1,0,0,0
93,0.0,123,1,0,0,443,59760,0,1,0,0,0
54,0.005568,123,1,0,0,443,59760,0,1,0,0,0
54,0.004413,123,1,0,0,443,59760,0,1,0,0,0
54,0.0,123,1,0,0,443,59760,0,1,0,0,0
54,0.0,123,1,0,0,443,59760,0,1,0,0,0
54,0.0,123,1,0,0,443,59760,0,1,0,0,0
60,0.021067,0,0,0,0,0,0,0,0,0,0,0
125,0.004596,123,1,0,0,443,59760,0,1,0,0,0
146,0.0,123,1,0,0,443,59760,0,1,0,0,0
54,7.5e-05,128,1,0,0,59760,443,0,1,0,0,0
54,0.000457,128,1,0,0,52972,443,0,1,0,0,0
1292,0.000383,128,0,1,0,63173,443,0,0,0,0,0
89,0.000438,128,1,0,0,59760,443,0,1,0,0,0
125,0.014347,123,1,0,0,443,59760,0,1,0,0,0
146,0.0,123,1,0,0,443,59760,0,1,0,0,0
125,0.0,123,1,0,0,443,59760,0,1,0,0,0
146,0.0,123,1,0,0,443,59760,0,1,0,0,0
66,6.1e-05,128,1,0,0,59760,443,0,1,0,0,0
66,3.4e-05,128,1,0,0,59760,443,0,1,0,0,0
66,1.8e-05,128,1,0,0,59760,443,0,1,0,0,0
66,1.4e-05,128,1,0,0,59760,443,0,1,0,0,0
1292,0.014457,60,0,1,0,443,63173,0,0,0,0,0
93,0.019464,123,1,0,0,443,59760,0,1,0,0,0
54,0.000104,128,1,0,0,59760,443,0,1,0,0,0
93,0.000362,128,1,0,0,59760,443,0,1,0,0,0
1292,0.01568,60,0,1,0,443,63173,0,0,0,0,0
205,0.000582,128,0,1,0,63173,443,0,0,0,0,0
54,0.02563,123,1,0,0,443,59760,0,1,0,0,0
626,0.002814,60,0,1,0,443,63173,0,0,0,0,0
163,0.0,60,0,1,0,443,63173,0,0,0,0,0
73,0.000336,128,0,1,0,63173,443,0,0,0,0,0
66,0.024593,60,0,1,0,443,63173,0,0,0,0,0
108,0.437145,128,1,0,0,60601,27024,0,1,0,0,0
54,0.081837,119,1,0,0,27024,60601,0,1,0,0,0
60,0.380546,0,0,0,0,0,0,0,0,0,0,0
510,0.035065,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000114,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
649,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.217778,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.045019,128,1,0,0,54447,443,0,1,0,0,0
55,0.852415,128,1,0,0,56941,5228,0,1,0,0,0
66,0.060476,123,1,0,0,5228,56941,0,1,0,0,0
55,0.234247,128,1,0,0,58328,443,0,1,0,0,0
66,0.022442,50,1,0,0,443,58328,0,1,0,0,0
168,0.976827,128,1,0,0,54447,443,0,1,0,0,0
1494,7.9e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1112,0.0,128,1,0,0,54447,443,0,1,0,0,0
92,0.013216,64,0,1,0,137,137,0,0,0,0,0
54,0.203425,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
89,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,8.3e-05,128,1,0,0,54447,443,0,1,0,0,0
55,0.214435,128,1,0,0,51559,443,0,1,0,0,0
148,0.003016,100,1,0,0,443,54447,0,1,0,0,0
89,0.000666,128,1,0,0,54447,443,0,1,0,0,0
54,0.26902,100,1,0,0,443,54447,0,1,0,0,0
66,0.081004,47,1,0,0,443,51559,0,1,0,0,0
167,1.546839,128,1,0,0,54447,443,0,1,0,0,0
1494,8.1e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1112,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.224908,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.107534,100,1,0,0,443,54447,0,1,0,0,0
54,0.05348,128,1,0,0,54447,443,0,1,0,0,0
71,0.357388,128,0,1,0,56461,443,0,0,0,0,0
67,0.033674,60,0,1,0,443,56461,0,0,0,0,0
55,0.075597,128,1,0,0,62644,443,0,1,0,0,0
84,0.015071,1,0,1,0,5353,5353,0,0,0,0,0
84,0.00036,1,0,1,0,5353,5353,0,0,0,0,0
359,0.000173,1,0,1,0,5353,5353,0,0,0,0,0
359,0.000192,1,0,1,0,5353,5353,0,0,0,0,0
66,0.009476,123,1,0,0,443,62644,0,1,0,0,0
167,1.529356,128,1,0,0,54447,443,0,1,0,0,0
1494,7.9e-05,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
135,0.0,128,1,0,0,54447,443,0,1,0,0,0
54,0.217034,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.045637,128,1,0,0,54447,443,0,1,0,0,0
55,0.093431,128,1,0,0,54288,443,0,1,0,0,0
54,0.031202,122,1,0,0,443,54288,0,0,0,1,0
1292,0.23778,128,0,1,0,59016,443,0,0,0,0,0
1292,5.9e-05,128,0,1,0,59016,443,0,0,0,0,0
124,0.000126,128,0,1,0,59016,443,0,0,0,0,0
1288,0.000322,128,0,1,0,59016,443,0,0,0,0,0
1292,3.9e-05,128,0,1,0,59016,443,0,0,0,0,0
1292,3.4e-05,128,0,1,0,59016,443,0,0,0,0,0
405,4.9e-05,128,0,1,0,59016,443,0,0,0,0,0
128,2.9e-05,128,0,1,0,59016,443,0,0,0,0,0
82,0.025069,60,0,1,0,443,59016,0,0,0,0,0
1292,0.031954,128,0,1,0,59016,443,0,0,0,0,0
1292,0.024797,60,0,1,0,443,59016,0,0,0,0,0
1292,0.00218,60,0,1,0,443,59016,0,0,0,0,0
341,0.0,60,0,1,0,443,59016,0,0,0,0,0
993,0.0,60,0,1,0,443,59016,0,0,0,0,0
66,0.0,60,0,1,0,443,59016,0,0,0,0,0
120,0.000404,128,0,1,0,59016,443,0,0,0,0,0
73,0.000139,128,0,1,0,59016,443,0,0,0,0,0
162,0.024543,60,0,1,0,443,59016,0,0,0,0,0
73,0.000166,128,0,1,0,59016,443,0,0,0,0,0
116,0.000125,128,0,1,0,59016,443,0,0,0,0,0
67,0.024185,60,0,1,0,443,59016,0,0,0,0,0
1292,0.000129,128,0,1,0,59016,443,0,0,0,0,0
1292,4e-05,128,0,1,0,59016,443,0,0,0,0,0
1292,2.2e-05,128,0,1,0,59016,443,0,0,0,0,0
369,1.8e-05,128,0,1,0,59016,443,0,0,0,0,0
120,0.00025,128,0,1,0,59016,443,0,0,0,0,0
67,0.023998,60,0,1,0,443,59016,0,0,0,0,0
67,0.006501,60,0,1,0,443,59016,0,0,0,0,0
71,0.0,60,0,1,0,443,59016,0,0,0,0,0
75,0.001568,128,0,1,0,59016,443,0,0,0,0,0
60,0.38065,0,0,0,0,0,0,0,0,0,0,0
42,1.8e-05,0,0,0,0,0,0,0,0,0,0,0
1292,0.00563,60,0,1,0,443,59016,0,0,0,0,0
176,0.0,60,0,1,0,443,59016,0,0,0,0,0
68,0.0,60,0,1,0,443,59016,0,0,0,0,0
75,0.000246,128,0,1,0,59016,443,0,0,0,0,0
79,0.000118,128,0,1,0,59016,443,0,0,0,0,0
75,5.3e-05,128,0,1,0,59016,443,0,0,0,0,0
1292,0.005637,128,0,1,0,63840,443,0,0,0,0,0
1292,4.2e-05,128,0,1,0,63840,443,0,0,0,0,0
1292,2.2e-05,128,0,1,0,63840,443,0,0,0,0,0
117,0.000123,128,0,1,0,63840,443,0,0,0,0,0
82,0.030838,60,0,1,0,443,63840,0,0,0,0,0
66,0.012613,60,0,1,0,443,59016,0,0,0,0,0
1292,0.029752,128,0,1,0,63840,443,0,0,0,0,0
1292,0.13919,128,0,1,0,63840,443,0,0,0,0,0
71,0.029937,128,0,1,0,56907,443,0,0,0,0,0
1292,0.000628,60,0,1,0,443,63840,0,0,0,0,0
1292,0.0,60,0,1,0,443,63840,0,0,0,0,0
1292,0.000474,128,0,1,0,63840,443,0,0,0,0,0
1292,0.016276,60,0,1,0,443,63840,0,0,0,0,0
1000,0.0,60,0,1,0,443,63840,0,0,0,0,0
71,0.0,60,0,1,0,443,63840,0,0,0,0,0
1292,0.000424,128,0,1,0,63840,443,0,0,0,0,0
1292,0.013794,60,0,1,0,443,63840,0,0,0,0,0
1292,0.000683,128,0,1,0,63840,443,0,0,0,0,0
72,0.020756,60,0,1,0,443,56907,0,0,0,0,0
79,0.009331,128,0,1,0,63840,443,0,0,0,0,0
334,0.012508,60,0,1,0,443,63840,0,0,0,0,0
153,0.000266,128,0,1,0,63840,443,0,0,0,0,0
1288,0.00027,128,0,1,0,63840,443,0,0,0,0,0
1292,6.1e-05,128,0,1,0,63840,443,0,0,0,0,0
1292,0.00215,128,0,1,0,63840,443,0,0,0,0,0
292,3.2e-05,128,0,1,0,63840,443,0,0,0,0,0
1237,0.016794,60,0,1,0,443,63840,0,0,0,0,0
198,0.000154,128,0,1,0,63840,443,0,0,0,0,0
163,0.010421,60,0,1,0,443,63840,0,0,0,0,0
77,9.7e-05,128,0,1,0,63840,443,0,0,0,0,0
65,0.000396,60,0,1,0,443,63840,0,0,0,0,0
109,0.000114,128,0,1,0,63840,443,0,0,0,0,0
69,0.002851,60,0,1,0,443,63840,0,0,0,0,0
75,0.000217,128,0,1,0,63840,443,0,0,0,0,0
67,0.015841,60,0,1,0,443,63840,0,0,0,0,0
71,0.046999,128,0,1,0,63840,443,0,0,0,0,0
67,0.030547,60,0,1,0,443,63840,0,0,0,0,0
606,0.251723,60,0,1,0,443,63840,0,0,0,0,0
63,0.0,60,0,1,0,443,63840,0,0,0,0,0
79,0.003314,128,0,1,0,63840,443,0,0,0,0,0
75,0.000285,128,0,1,0,63840,443,0,0,0,0,0
66,0.057391,60,0,1,0,443,63840,0,0,0,0,0
105,0.244744,128,1,0,0,62488,443,0,1,0,0,0
213,0.051529,1,0,1,0,58541,1900,0,0,0,0,0
94,0.071205,108,1,0,0,443,62488,0,1,0,0,0
54,0.047168,128,1,0,0,62488,443,0,1,0,0,0
167,0.110902,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000124,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
620,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000206,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
165,0.0,128,1,0,0,54447,443,0,1,0,0,0
70,0.165609,128,0,1,0,56221,53,0,0,0,0,0
70,0.000397,128,0,1,0,54563,53,0,0,0,0,0
292,0.000269,128,1,0,0,52972,443,0,1,0,0,0
93,0.000448,128,1,0,0,52972,443,0,1,0,0,0
197,0.002633,128,1,0,0,52972,443,0,1,0,0,0
222,0.000102,128,1,0,0,52972,443,0,1,0,0,0
54,0.030227,57,1,0,0,443,52972,0,1,0,0,0
54,0.0,57,1,0,0,443,52972,0,1,0,0,0
93,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,8.1e-05,128,1,0,0,52972,443,0,1,0,0,0
54,0.002881,57,1,0,0,443,52972,0,1,0,0,0
54,0.0,57,1,0,0,443,52972,0,1,0,0,0
146,0.0,57,0,1,0,53,54563,0,0,0,0,0
54,0.01636,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
148,0.005358,100,1,0,0,443,54447,0,1,0,0,0
89,0.000576,128,1,0,0,54447,443,0,1,0,0,0
70,0.068632,128,0,1,0,52815,53,0,0,0,0,0
102,0.031477,122,0,1,0,53,52815,0,0,0,0,0
1292,0.00097,128,0,1,0,49365,443,0,0,0,0,0
1292,0.000101,128,0,1,0,49365,443,0,0,0,0,0
123,0.000138,128,0,1,0,49365,443,0,0,0,0,0
304,0.000261,128,0,1,0,49365,443,0,0,0,0,0
259,9.8e-05,128,0,1,0,49365,443,0,0,0,0,0
82,0.030039,60,0,1,0,443,49365,0,0,0,0,0
90,0.014293,128,0,1,0,49365,443,0,0,0,0,0
79,0.000341,128,0,1,0,58616,53,0,0,0,0,0
79,0.000162,128,0,1,0,53409,53,0,0,0,0,0
90,9.1e-05,128,0,1,0,49365,443,0,0,0,0,0
1292,0.030712,128,0,1,0,49365,443,0,0,0,0,0
178,0.00905,57,0,1,0,53,53409,0,0,0,0,0
1292,0.021226,60,0,1,0,443,49365,0,0,0,0,0
1292,0.020349,60,0,1,0,443,49365,0,0,0,0,0
351,0.0,60,0,1,0,443,49365,0,0,0,0,0
120,0.00066,128,0,1,0,49365,443,0,0,0,0,0
976,0.001737,60,0,1,0,443,49365,0,0,0,0,0
67,0.0,60,0,1,0,443,49365,0,0,0,0,0
73,0.000176,128,0,1,0,49365,443,0,0,0,0,0
115,8.4e-05,128,0,1,0,49365,443,0,0,0,0,0
177,0.030603,60,0,1,0,443,49365,0,0,0,0,0
67,0.0,60,0,1,0,443,49365,0,0,0,0,0
79,0.024484,128,0,1,0,60941,53,0,0,0,0,0
74,0.01509,128,0,1,0,49365,443,0,0,0,0,0
89,0.015164,128,1,0,0,54447,443,0,1,0,0,0
181,0.000971,122,0,1,0,53,60941,0,0,0,0,0
54,0.019131,100,1,0,0,443,54447,0,1,0,0,0
226,0.004095,57,1,0,0,443,52972,0,1,0,0,0
185,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,7e-05,128,1,0,0,52972,443,0,1,0,0,0
